机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
枣庄市精神卫生中心-门诊楼,精神专科医院,汇泉东路6号,,,,117.585875,34.821875,枣庄市,市中区,B0FFM7F5VU,试点地区搜索
枣庄诚德心理医院,其他,汇丰路266号山亭诚德骨科医院院内东侧楼心理医院,15606370526,4.2,08:00-17:30,117.449847,35.100766,枣庄市,山亭区,B0IDVUCIJ6,试点地区搜索
君憬心理咨询,心理咨询中心,北辛街道北关街接官巷路南56-1,,3.8,,117.160172,35.097796,枣庄市,滕州市,B0LA7ZSILI,试点地区搜索
阳光心理咨询,心理咨询中心,阳光国际壹号公寓504室,15864459949,3.7,08:00-19:30,117.184940,35.102163,枣庄市,滕州市,B0GK9UQT3P,试点地区搜索
龙凤堂,其他,运河街道金光路160号阳场小区西起第15间门市,0632-6016789,3.8,08:00-20:00,117.743084,34.562512,枣庄市,台儿庄区,B0KDYUX4MR,试点地区搜索
王剑飞心理咨询(枣庄)有限公司,心理咨询中心,文化中路41号工人文化宫,0632-8885666,4.1,08:30-17:30,117.565405,34.851758,枣庄市,市中区,B0JBKMJUB1,试点地区搜索
滕州市暖阳心理服务中心,其他,北辛街道丽都水岸芙蓉街13号,13156825529,3.7,08:00-20:00,117.157670,35.097830,枣庄市,滕州市,B0KK4U2U42,试点地区搜索
慧泽心理服务中心,其他,真爱商城一区三楼12街中段,18266321588,3.4,09:00-17:30,117.141981,35.081103,枣庄市,滕州市,B0L3MSJUWG,试点地区搜索
心康心理咨询服务工作室,心理咨询中心,人民西路14号,13793743782,3.5,09:00-19:00,117.529082,34.830881,枣庄市,市中区,B0L1CM5IK9,试点地区搜索
润欣心理咨询,心理咨询中心,塔寺北路22号,18266247516,3.8,,117.171041,35.105421,枣庄市,滕州市,B0I2HR7PSN,试点地区搜索
睿智心理,其他,祥云奥体6号公寓901室,,3.7,08:00-22:00,117.186875,35.111575,枣庄市,滕州市,B0GRUA5VFG,试点地区搜索
王剑飞心理咨询,心理咨询中心,紫光园东门旁,,3.9,,117.338720,34.799086,枣庄市,薛城区,B0LAKXPY5H,试点地区搜索
心灵港湾心理咨询,心理咨询中心,长江中路205号永泰花园,,3.6,,117.272614,34.784641,枣庄市,薛城区,B0KAG5PSXP,试点地区搜索
滕州市心理健康综合服务中心,心理咨询中心,善国中路金茂大厦,,3.6,,117.166181,35.086102,枣庄市,滕州市,B0FFIT0N5R,试点地区搜索
宁和心理咨询,心理咨询中心,解放北路与周庄路交叉口西南80米,,3.5,,117.571415,34.856652,枣庄市,市中区,B0J22HSKMV,试点地区搜索
明慧心理,其他,金光路西首金桂二期北门9号门市,,3.4,,117.713256,34.566688,枣庄市,台儿庄区,B0KKGZCMT5,试点地区搜索
诚和敬心理,其他,匡泉巷与永福中路交叉口东40米,,3.4,,117.263299,34.797022,枣庄市,薛城区,B0LGFOTDTU,试点地区搜索
心理咨询,心理咨询中心,东沿河路与坛山中路交叉口东北160米,,3.5,,117.585443,34.775176,枣庄市,峄城区,B0JUAAZL3N,试点地区搜索
瀚明舒谈心理咨询,心理咨询中心,中兴花园东北1门旁,,3.1,,117.568872,34.849883,枣庄市,市中区,B0L2O1WVXX,试点地区搜索
峰檀心理服务,其他,峄城金牛市场西1门南100米,,3.0,,117.583595,34.766288,枣庄市,峄城区,B0LDBOF8EU,试点地区搜索
小凡星·言语治疗·发育迟缓·自闭症干预(枣庄中心),其他,新城街道新三中西侧正信领秀城一期B区爱蒙丫丫幼儿园1层,0632-8620766;18769221315,4.2,,117.337589,34.796039,枣庄市,薛城区,B0LUKUTWDF,试点地区搜索
启星儿童早期干预中心,其他,和谐康城E区4-5号门面房,,4.5,,117.189950,35.079128,枣庄市,滕州市,B0J2MUVG2V,试点地区搜索
烟台市心理康复医院,其他,旌旗东路,0535-7288700;0535-7288711,,07:30-17:00,120.739534,36.975926,烟台市,莱阳市,B0217021E3,试点地区搜索
烟台肺科医院,其他,桑园路75号,0535-2977702;0535-6222728,,,121.409007,37.526085,烟台市,芝罘区,B021702IIN,试点地区搜索
烟台市精神卫生中心,精神专科医院,旌旗东路109号,0535-7288700;0535-7288711,,,120.738818,36.975515,烟台市,莱阳市,B0FFFRU5YJ,试点地区搜索
烟台市精神卫生中心,精神专科医院,盛泉东路与恒源路交叉口西420米,,,,121.434745,37.439172,烟台市,莱山区,B0L6AP00CL,试点地区搜索
烟台市牟平区皮肤病结核病精神病防治院门诊部,其他,文兴路与雷神庙大街交叉口北80米,,,,121.601329,37.372150,烟台市,牟平区,B0LAMH33VL,试点地区搜索
栖霞市心理康复医院,其他,迎宾路1868号,,,,120.806295,37.270597,烟台市,栖霞市,B0HUAD1274,试点地区搜索
烟台市莱州荣军医院,其他,崇文街72号,,,,119.950542,37.184465,烟台市,莱州市,B021704V1B,试点地区搜索
龙口市心理康复医院,其他,黄山馆镇206国道,0535-8891104,,,120.288910,37.542400,烟台市,龙口市,B021704A24,试点地区搜索
烟台清潭心理康复医院,其他,空港路15号,0535-2732777,,,121.362211,37.412026,烟台市,福山区,B0G257TILR,试点地区搜索
烟台市蓬莱区心理康复医院,其他,振兴西路与振兴路交叉口西北100米,,,,120.733952,37.795052,烟台市,蓬莱区,B02170RTS4,试点地区搜索
烟台平治心理康复医院,其他,隆达路516号,18678614174,,24小时营业,121.638922,37.404107,烟台市,牟平区,B0K0YCE9X5,试点地区搜索
烟台康宁心理康复医院,其他,武汉大街18号内1号-1,13205441570,,,121.115743,37.621329,烟台市,福山区,B0FFLDBGBQ,试点地区搜索
烟台平济心理康复医院,其他,光州西街88号平济大厦,,,08:00-12:00 13:30-17:30,119.918845,37.189827,烟台市,莱州市,B0JRJAHD3R,试点地区搜索
烟台爱达心理康复医院,其他,源盛路8号附6号,,,08:00-20:00,121.414081,37.420833,烟台市,莱山区,B0H3DSOF95,试点地区搜索
烟台融康心理康复医院,其他,城厢街道贤友路1号,15306458807,,08:00-20:00,120.731747,36.981408,烟台市,莱阳市,B0JU1ZTUB3,试点地区搜索
海阳康宁心理康复医院,其他,经济技术开发区原汉城路26号,0535-3539999,,,121.203533,36.736284,烟台市,海阳市,B0FFJKWDTX,试点地区搜索
招远市心理康复医院,其他,长安路东544号,0535-8388506,4.5,07:30-11:30 14:00-17:00,120.304797,37.397637,烟台市,招远市,B0IRDSPI9H,试点地区搜索
健安莱阳心理康复医院,其他,五龙南路69号,,4.2,,120.707466,36.963358,烟台市,莱阳市,B0IK5ZSE5Z,试点地区搜索
芝罘区心理康复医院,其他,桑园路75号,,,,121.409265,37.525692,烟台市,芝罘区,B0FFGJR053,试点地区搜索
海阳市中医医院儿童心理康复基地,其他,晶山街与海山路交叉口西北20米,,,,121.161910,36.784446,烟台市,海阳市,B0IRZZ0SEB,试点地区搜索
心理康复医院(莱山院区)-志愿者心理关爱中心,其他,盛泉东路与恒源路交叉口西420米,,4.1,,121.434862,37.439190,烟台市,莱山区,B0LRXU0LGA,试点地区搜索
招远市心理康复医院发热门诊,其他,长安路东544号,,,,120.304775,37.397625,烟台市,招远市,B0IKCZKSXN,试点地区搜索
烟台市心理康复医院-门诊部,其他,旌旗路109号烟台市心理康复医院门诊楼,,,,120.739280,36.975735,烟台市,莱阳市,B0FFF29S0U,试点地区搜索
龙口市心理康复医院心理科,其他,石黄线(龙口市心理康复医院),0535-8891104,,,120.288675,37.542399,烟台市,龙口市,B0FFK49482,试点地区搜索
烟台市牟平区心理康复中心,其他,文兴路706号,,,,121.601296,37.371010,烟台市,牟平区,B021704L95,试点地区搜索
烟台心成恩心理(开发区店),其他,嵩山路43号星悦国际中心705室,13176912273,3.6,09:00-22:00,121.250504,37.561425,烟台市,福山区,B0KGSZ7DYY,试点地区搜索
春润心理咨询·(烟台)家庭婚姻情感咨询,心理咨询中心,南大街振华国际177号,15953511707,3.9,24小时营业,121.379924,37.542315,烟台市,芝罘区,B0IAT7UB3A,试点地区搜索
一森心理咨询中心(振华国际广场店),心理咨询中心,南大街177号,18766381707,4.0,24小时营业,121.380275,37.542298,烟台市,芝罘区,B0J2MOSFFG,试点地区搜索
富浩心理咨询工作室,心理咨询中心,河滨路80号0908室,13562515811,3.7,24小时营业,121.268152,37.495534,烟台市,福山区,B0LGYR9061,试点地区搜索
心程空间,其他,星颐广场6号楼501室,13198231413,3.6,24小时营业,121.246075,37.562325,烟台市,福山区,B0LAN5XIWV,试点地区搜索
得煦心理工作室,其他,松霞新苑南小区南门西160米,17753559968,3.9,24小时营业,121.269168,37.509914,烟台市,福山区,B0IU9MSN6N,试点地区搜索
烟台佑辅心理咨询有限公司,心理咨询中心,机场路90号,0535-3390418,3.4,08:00-20:00,121.366065,37.503556,烟台市,芝罘区,B0JG6RPZE0,试点地区搜索
烟台启迪心理咨询有限公司,心理咨询中心,山东省烟台市芝罘区图书馆对面(金沟寨中国银行五楼，E座502),18615016884,3.8,09:00-16:30,121.434319,37.526174,烟台市,芝罘区,B0FFLI4PEX,试点地区搜索
平行时空心理咨询·婚姻情感咨询(山东烟台店),心理咨询中心,南大街177号,17860381707,2.6,24小时营业,121.380263,37.542349,烟台市,芝罘区,B0I07CQLNO,试点地区搜索
春润心理咨询中心(莱山店),心理咨询中心,迎春大街190号,15953511707,3.7,24小时营业,121.436245,37.456133,烟台市,莱山区,B0K1N5IL15,试点地区搜索
平行时空心理咨询·婚姻情感咨询(山东烟台店),心理咨询中心,南大街11号壹通国际大厦,,3.1,,121.403332,37.537301,烟台市,芝罘区,B0L2B5KF9K,试点地区搜索
烟台心成恩心理(只楚路店),其他,只楚路124号万光金地佳园1号楼1单元1703室,13854517652,3.3,08:00-17:00,121.340875,37.546475,烟台市,芝罘区,B0KG5MAAG8,试点地区搜索
烟台市心理咨询中心,心理咨询中心,长江路150号,13256965017,3.6,,121.266380,37.560660,烟台市,福山区,B0K39C8O2R,试点地区搜索
中山医协心理咨询研究中心,心理咨询中心,南大街178-101号振华国际广场,18766381707,3.5,09:00-20:00,121.380116,37.542218,烟台市,芝罘区,B0J0AS3OYD,试点地区搜索
悟渡心理,其他,山水龙城荆峰路29号附12号3楼,18561097309,3.6,10:00-22:00,121.375817,37.483746,烟台市,芝罘区,B0KANDS8PT,试点地区搜索
烟台莱山区青心如是心理咨询服务中心,心理咨询中心,新天地广场279号内1523号,13210073052;15684100791,3.7,09:00-19:30,121.431925,37.453975,烟台市,莱山区,B0K0YSHTZM,试点地区搜索
芝罘区正元心理咨询中心,心理咨询中心,大兴街与四马路交叉口东北40米,15653825939,3.2,08:30-18:00,121.407426,37.533803,烟台市,芝罘区,B0HA6G6DHK,试点地区搜索
彩霞心理工作室,其他,力高阳光海岸27号楼商铺114号,15965173016,3.8,08:00-19:00,121.525645,37.442950,烟台市,莱山区,B0JD5C8PUO,试点地区搜索
知我心理咨询工作室(龙门花园店),心理咨询中心,龙门花园东门北170米,,4.0,,120.503966,37.647038,烟台市,龙口市,B0HR7AOLGS,试点地区搜索
心乐坊心理咨询,心理咨询中心,中国自由贸易试验区烟台片区福莱山街道金沙江路159号A座一层东大厅南1号,18553541393,3.9,09:00-17:00,121.232903,37.554629,烟台市,福山区,B0L6576RBL,试点地区搜索
七畅心理咨询疗愈工作室,心理咨询中心,东凤大道北路与海宁路交叉平顶社区东60米,15192246169,3.7,08:30-19:00,121.193317,36.773896,烟台市,海阳市,B0KGU7VT20,试点地区搜索
三阳心理咨询,心理咨询中心,辛庄街1号楼2单元9楼,13001628895;18353515824,3.6,09:00-19:00,121.403006,37.531568,烟台市,芝罘区,B0G2JZIWQ8,试点地区搜索
禧年心理咨询,心理咨询中心,福海路与汇福街交汇处215-39号,18954576345,3.6,08:30-11:30 13:00-18:00,121.259827,37.512872,烟台市,福山区,B0JKBUEXS1,试点地区搜索
心之路心理工作室,其他,万达广场A1-1517室心之路心理工作室,13853508725,3.5,08:00-20:00,121.393574,37.535943,烟台市,芝罘区,B0FFLHXX7W,试点地区搜索
上中医科心理健康咨询中心,心理咨询中心,裕源大厦,15688596179,2.1,24小时营业,121.268432,37.560134,烟台市,福山区,B0KAGL1Q1X,试点地区搜索
龙口市艾乐由心理咨询服务中心,心理咨询中心,新嘉街道府后街天鸿二期项目12号楼105铺,,4.3,,120.485071,37.647303,烟台市,龙口市,B0I025F7HJ,试点地区搜索
莱山区心理咨询指导中心黄海路街道工作站,心理咨询中心,滨海中路金海岸花园,,3.4,,121.447361,37.495038,烟台市,莱山区,B0FFG8ZGPN,试点地区搜索
牟平区心港心理咨询中心,心理咨询中心,牟平区牟兴路439号附72号,15653881372,3.5,08:00-19:00,121.592976,37.397133,烟台市,牟平区,B0L2AH1SJT,试点地区搜索
天耀心理咨询中心,心理咨询中心,三道街与忠义街交叉口西20米,,3.0,,121.403546,37.535191,烟台市,芝罘区,B0LUA9PR0Z,试点地区搜索
蓬莱减重与营养干预中心,其他,登州路与钟楼东路交叉口西南40米,15153591799,,,120.770633,37.807951,烟台市,蓬莱区,B0KDP5242N,试点地区搜索
七色光儿童康复中心(发育迟缓训练 自闭症干预训练 感统训练),其他,迎宾路64号金泽雅苑门市4楼,13305351608,,07:30-17:30,120.406344,37.358962,烟台市,招远市,B0IKB5EOV1,试点地区搜索
招远金都康复医院糖尿病菌群干预中心,其他,温泉路579号招远金都康复医院,,,,120.375360,37.350650,烟台市,招远市,B0FFKH6QVJ,试点地区搜索
潍坊市精神卫生中心,精神专科医院,潍安路8899号,0536-7620658;0536-8555087,,,119.217305,36.661344,潍坊市,奎文区,B0FFI1237J,试点地区搜索
潍坊市第三人民医院(新昌路),其他,新昌路,0536-6221412;0536-6222876;0536-6257113,,,118.838493,36.704038,潍坊市,昌乐县,B021802XDG,试点地区搜索
寿光市精神卫生中心,精神专科医院,特钢路开发区医院(言玉大酒店东南),0536-5587120,,,118.796424,36.913895,潍坊市,寿光市,B02180JDSR,试点地区搜索
潍坊市精神卫生中心,精神专科医院,院区潍坊市高新区潍安路8899号昌乐院区昌乐县城新昌路中段孤山后巷1号,,,,118.837244,36.703824,潍坊市,昌乐县,B021816J4M,试点地区搜索
昌邑市精神卫生中心,精神专科医院,围子镇仓街社区东环路99号,0536-7859136,,24小时营业,119.513114,36.847064,潍坊市,昌邑市,B0I05Z1BSK,试点地区搜索
潍坊市精神卫生集团青州市精神卫生中心,精神专科医院,鲁星路887号,0536-3531045,,08:00-17:30,118.544410,36.672313,潍坊市,青州市,B021816TH6,试点地区搜索
安丘市精神卫生中心,精神专科医院,019乡道与幸福路交叉口东北100米,,,,119.125958,36.443923,潍坊市,安丘市,B0FFH2Q4LY,试点地区搜索
寿光康宁医院,其他,圣城西街,,,,118.687129,36.895824,潍坊市,寿光市,B0FFM9RH6O,试点地区搜索
临朐惠康医院,其他,南环路7126号,0536-5038901,,24小时营业,118.517890,36.486446,潍坊市,临朐县,B0K0K7C3ZL,试点地区搜索
诸城市精神卫生中心,精神专科医院,人民东路151号,0536-6061532,,,119.431081,35.995641,潍坊市,诸城市,B02180I36M,试点地区搜索
安丘市精神卫生中心,精神专科医院,兴安街道健康路253号,,,06:00-12:00 14:00-17:00,119.210214,36.423148,潍坊市,安丘市,B0HRXCSS3U,试点地区搜索
潍坊市寒亭区精神卫生中心,精神专科医院,朱里医院附近,,,,119.384744,36.736007,潍坊市,寒亭区,B0FFFVB7OR,试点地区搜索
高密市精神卫生中心,精神专科医院,立新街与秦岭路交叉口东南160米,,,,119.808425,36.377275,潍坊市,高密市,B0LBSZU977,试点地区搜索
安丘市精神卫生中心发热门诊,精神专科医院,健康路253号,,,,119.210227,36.423129,潍坊市,安丘市,B0IKUUC0JM,试点地区搜索
潍坊市第三人民医院-精神科门诊楼,其他,新昌路潍坊市第三人民医院,,,,118.838800,36.703771,潍坊市,昌乐县,B0218179OH,试点地区搜索
潍坊市第三人民医院(潍坊市精神卫生中心),精神专科医院,潍安路与东方路交叉口西北220米,,,,119.217065,36.661744,潍坊市,奎文区,B0FFJ11NTG,试点地区搜索
临朐康宁心理医院,其他,北环路1177号,,,24小时营业,118.588288,36.538335,潍坊市,临朐县,B0H0ZSUEHF,试点地区搜索
坊子惠康心理医院,其他,潍州路交运物流园以西,,,,119.128951,36.604627,潍坊市,坊子区,B0J3LC9WK9,试点地区搜索
诸城颐康心理医院,其他,龙都街道龙翔路151号,,,,119.346355,35.965352,潍坊市,诸城市,B0JK7ZNUSV,试点地区搜索
安丘市心理健康服务中心,心理咨询中心,健康路人民医院东288米路北,,4.3,,119.210267,36.423184,潍坊市,安丘市,B0FFKWGKVP,试点地区搜索
高密惠康心理医院,其他,柳河大道与康成大街南2166号,0536-2369120,4.4,07:00-18:00,119.703650,36.361710,潍坊市,高密市,B0LD773O0X,试点地区搜索
青州颐康心理医院,其他,花都大道20777号,,4.3,24小时营业,118.543225,36.687248,潍坊市,青州市,B0LRK5IVOT,试点地区搜索
山东第二医科大学附属医院临床心理科,三甲医院,山东第二医科大学虞河校区北门旁,,,,119.131788,36.706334,潍坊市,奎文区,B0GDUD6NBG,试点地区搜索
潍坊新月心理咨询中心,心理咨询中心,青年路胜利街东方威尼斯5楼533室,13863679032,4.0,09:00-18:00,119.110611,36.705788,潍坊市,潍城区,B021816SNA,试点地区搜索
